	year	quarter	origin	ticket_carrier	operating_carrier	passengers
985373	2008	4	ORD	American Airlines	99	1
985375	2008	4	ORD	American Airlines	99	1
985377	2008	4	ORD	American Airlines	99	1
985379	2008	4	ORD	American Airlines	99	3
985381	2008	4	ORD	American Airlines	99	1
985383	2008	4	ORD	American Airlines	99	1
985385	2008	4	ORD	American Airlines	99	1
985387	2008	4	ORD	American Airlines	99	1
985389	2008	4	ORD	American Airlines	99	1
985391	2008	4	ORD	American Airlines	99	1
985393	2008	4	ORD	American Airlines	99	1
985395	2008	4	ORD	American Airlines	99	1
985397	2008	4	ORD	American Airlines	99	1
985399	2008	4	ORD	American Airlines	99	1
985401	2008	4	ORD	American Airlines	99	1
985403	2008	4	ORD	American Airlines	99	1
985405	2008	4	ORD	American Airlines	99	1
985407	2008	4	ORD	American Airlines	99	1
985409	2008	4	ORD	American Airlines	99	1
985411	2008	4	ORD	American Airlines	99	1
985413	2008	4	ORD	American Airlines	99	1
985441	2008	4	ORD	American Airlines	99	1
986621	2008	4	ORD	American Airlines	99	1
987082	2008	4	ORD	American Airlines	99	1
987084	2008	4	ORD	American Airlines	99	1
987086	2008	4	ORD	American Airlines	99	1
987088	2008	4	ORD	American Airlines	99	1
987090	2008	4	ORD	American Airlines	99	1
987092	2008	4	ORD	American Airlines	99	1
987094	2008	4	ORD	Continental Air Lines	99	1
987096	2008	4	ORD	Continental Air Lines	99	1
987102	2008	4	ORD	American Airlines	99	1
987411	2008	4	ORD	American Airlines	American Airlines	1
987757	2008	4	ORD	American Airlines	MQ	1
987761	2008	4	ORD	American Airlines	American Airlines	1
987793	2008	4	ORD	American Airlines	99	1
987795	2008	4	ORD	American Airlines	99	1
987798	2008	4	ORD	American Airlines	American Airlines	1
987800	2008	4	ORD	American Airlines	American Airlines	1
987802	2008	4	ORD	American Airlines	American Airlines	1
987983	2008	4	ORD	American Airlines	American Airlines	1
988150	2008	4	ORD	American Airlines	American Airlines	1
988154	2008	4	ORD	American Airlines	American Airlines	1
988156	2008	4	ORD	American Airlines	American Airlines	1
988158	2008	4	ORD	American Airlines	American Airlines	1
988160	2008	4	ORD	American Airlines	American Airlines	1
988162	2008	4	ORD	American Airlines	American Airlines	1
988164	2008	4	ORD	American Airlines	American Airlines	1
988404	2008	4	ORD	American Airlines	American Airlines	1
988406	2008	4	ORD	American Airlines	American Airlines	1
988776	2008	4	ORD	American Airlines	MQ	1
988780	2008	4	ORD	American Airlines	American Airlines	1
988782	2008	4	ORD	American Airlines	American Airlines	1
989072	2008	4	ORD	American Airlines	99	1
989074	2008	4	ORD	American Airlines	MQ	1
989159	2008	4	ORD	American Airlines	MQ	1
989529	2008	4	ORD	American Airlines	American Airlines	1
989531	2008	4	ORD	American Airlines	American Airlines	1
989533	2008	4	ORD	American Airlines	American Airlines	3
989539	2008	4	ORD	American Airlines	American Airlines	1
989541	2008	4	ORD	American Airlines	American Airlines	1
989543	2008	4	ORD	American Airlines	American Airlines	1
989545	2008	4	ORD	American Airlines	American Airlines	2
989547	2008	4	ORD	American Airlines	American Airlines	1
989549	2008	4	ORD	American Airlines	American Airlines	1
989551	2008	4	ORD	American Airlines	American Airlines	1
989553	2008	4	ORD	American Airlines	American Airlines	1
989555	2008	4	ORD	American Airlines	American Airlines	1
989557	2008	4	ORD	American Airlines	American Airlines	1
989559	2008	4	ORD	American Airlines	American Airlines	1
989561	2008	4	ORD	American Airlines	American Airlines	1
989563	2008	4	ORD	American Airlines	American Airlines	1
989565	2008	4	ORD	United Air Lines	United Air Lines	1
990016	2008	4	ORD	United Air Lines	United Air Lines	1
990018	2008	4	ORD	American Airlines	American Airlines	1
990770	2008	4	ORD	American Airlines	99	1
990772	2008	4	ORD	American Airlines	American Airlines	1
990774	2008	4	ORD	American Airlines	American Airlines	1
990776	2008	4	ORD	American Airlines	American Airlines	1
990868	2008	4	ORD	American Airlines	American Airlines	1
990870	2008	4	ORD	American Airlines	American Airlines	3
990872	2008	4	ORD	American Airlines	American Airlines	1
990874	2008	4	ORD	American Airlines	American Airlines	1
990876	2008	4	ORD	American Airlines	American Airlines	1
990878	2008	4	ORD	American Airlines	American Airlines	1
990880	2008	4	ORD	American Airlines	American Airlines	1
990882	2008	4	ORD	American Airlines	American Airlines	1
991432	2008	4	ORD	American Airlines	MQ	1
991436	2008	4	ORD	American Airlines	MQ	1
991440	2008	4	ORD	American Airlines	MQ	1
991444	2008	4	ORD	American Airlines	MQ	1
991448	2008	4	ORD	American Airlines	MQ	1
991495	2008	4	ORD	American Airlines	MQ	1
991498	2008	4	ORD	American Airlines	MQ	1
991510	2008	4	ORD	American Airlines	American Airlines	1
992962	2008	4	ORD	American Airlines	MQ	1
992965	2008	4	ORD	American Airlines	MQ	1
992968	2008	4	ORD	American Airlines	MQ	1
993355	2008	4	ORD	American Airlines	MQ	1
993357	2008	4	ORD	American Airlines	MQ	1
993359	2008	4	ORD	American Airlines	MQ	1
993361	2008	4	ORD	American Airlines	MQ	1
994337	2008	4	ORD	American Airlines	MQ	1
994341	2008	4	ORD	American Airlines	MQ	1
994345	2008	4	ORD	American Airlines	MQ	1
994509	2008	4	ORD	American Airlines	American Airlines	1
994511	2008	4	ORD	American Airlines	MQ	1
994513	2008	4	ORD	United Air Lines	United Air Lines	1
994515	2008	4	ORD	American Airlines	American Airlines	1
994518	2008	4	ORD	American Airlines	MQ	1
994521	2008	4	ORD	American Airlines	MQ	1
994524	2008	4	ORD	Delta Air Lines	Delta Air Lines	1
994526	2008	4	ORD	American Airlines	MQ	1
994528	2008	4	ORD	American Airlines	MQ	1
994530	2008	4	ORD	United Air Lines	United Air Lines	1
994532	2008	4	ORD	American Airlines	MQ	1
994534	2008	4	ORD	Delta Air Lines	Delta Air Lines	1
994537	2008	4	ORD	American Airlines	American Airlines	1
994539	2008	4	ORD	American Airlines	MQ	1
994559	2008	4	ORD	American Airlines	MQ	1
994561	2008	4	ORD	American Airlines	MQ	1
994563	2008	4	ORD	American Airlines	MQ	1
994565	2008	4	ORD	American Airlines	MQ	1
994567	2008	4	ORD	American Airlines	MQ	1
994569	2008	4	ORD	American Airlines	MQ	1
994571	2008	4	ORD	American Airlines	MQ	1
994573	2008	4	ORD	American Airlines	MQ	1
994575	2008	4	ORD	American Airlines	MQ	1
994577	2008	4	ORD	American Airlines	MQ	1
994579	2008	4	ORD	American Airlines	MQ	1
994581	2008	4	ORD	American Airlines	MQ	1
994583	2008	4	ORD	American Airlines	MQ	1
994585	2008	4	ORD	American Airlines	MQ	1
994654	2008	4	ORD	American Airlines	MQ	1
994674	2008	4	ORD	US Airways	US Airways	1
994716	2008	4	ORD	American Airlines	99	1
994722	2008	4	ORD	American Airlines	MQ	1
994803	2008	4	ORD	American Airlines	American Airlines	1
994805	2008	4	ORD	American Airlines	American Airlines	1
994807	2008	4	ORD	American Airlines	99	1
994809	2008	4	ORD	American Airlines	99	1
994926	2008	4	ORD	American Airlines	American Airlines	1
994928	2008	4	ORD	American Airlines	American Airlines	1
994933	2008	4	ORD	American Airlines	MQ	1
995097	2008	4	ORD	American Airlines	MQ	2
995099	2008	4	ORD	American Airlines	MQ	6
995101	2008	4	ORD	American Airlines	MQ	1
995103	2008	4	ORD	American Airlines	MQ	1
995105	2008	4	ORD	American Airlines	MQ	1
995107	2008	4	ORD	American Airlines	MQ	1
995109	2008	4	ORD	American Airlines	MQ	1
995111	2008	4	ORD	American Airlines	MQ	1
995113	2008	4	ORD	American Airlines	MQ	7
995115	2008	4	ORD	American Airlines	MQ	2
995117	2008	4	ORD	American Airlines	MQ	2
995119	2008	4	ORD	American Airlines	MQ	2
995121	2008	4	ORD	American Airlines	MQ	2
995123	2008	4	ORD	American Airlines	MQ	53
995125	2008	4	ORD	American Airlines	MQ	1
995127	2008	4	ORD	American Airlines	MQ	2
995129	2008	4	ORD	American Airlines	MQ	13
995131	2008	4	ORD	American Airlines	MQ	1
995133	2008	4	ORD	American Airlines	MQ	1
995135	2008	4	ORD	American Airlines	MQ	1
995137	2008	4	ORD	American Airlines	MQ	5
995139	2008	4	ORD	American Airlines	MQ	4
995141	2008	4	ORD	American Airlines	MQ	7
995143	2008	4	ORD	American Airlines	MQ	1
995145	2008	4	ORD	American Airlines	MQ	2
995147	2008	4	ORD	American Airlines	MQ	1
995149	2008	4	ORD	American Airlines	MQ	1
995151	2008	4	ORD	American Airlines	MQ	2
995153	2008	4	ORD	American Airlines	MQ	1
995155	2008	4	ORD	American Airlines	MQ	1
995157	2008	4	ORD	American Airlines	MQ	1
995159	2008	4	ORD	American Airlines	MQ	1
995161	2008	4	ORD	American Airlines	MQ	1
995163	2008	4	ORD	American Airlines	MQ	3
995165	2008	4	ORD	American Airlines	MQ	1
995167	2008	4	ORD	American Airlines	MQ	1
995169	2008	4	ORD	American Airlines	MQ	1
995171	2008	4	ORD	American Airlines	MQ	11
995173	2008	4	ORD	American Airlines	MQ	2
995175	2008	4	ORD	American Airlines	MQ	1
995177	2008	4	ORD	American Airlines	MQ	1
995179	2008	4	ORD	American Airlines	MQ	5
995181	2008	4	ORD	American Airlines	MQ	2
995183	2008	4	ORD	American Airlines	MQ	1
995185	2008	4	ORD	American Airlines	MQ	2
995187	2008	4	ORD	American Airlines	MQ	2
995189	2008	4	ORD	American Airlines	MQ	1
995191	2008	4	ORD	American Airlines	MQ	1
995193	2008	4	ORD	American Airlines	MQ	3
995195	2008	4	ORD	American Airlines	MQ	2
995197	2008	4	ORD	American Airlines	MQ	1
995199	2008	4	ORD	American Airlines	MQ	2
995201	2008	4	ORD	American Airlines	MQ	12
995203	2008	4	ORD	American Airlines	MQ	1
995205	2008	4	ORD	American Airlines	MQ	1
995207	2008	4	ORD	American Airlines	MQ	1
995209	2008	4	ORD	American Airlines	MQ	8
995211	2008	4	ORD	American Airlines	MQ	1
995213	2008	4	ORD	American Airlines	MQ	3
995215	2008	4	ORD	American Airlines	MQ	1
995217	2008	4	ORD	American Airlines	MQ	1
995219	2008	4	ORD	American Airlines	MQ	3
995221	2008	4	ORD	American Airlines	MQ	1
995223	2008	4	ORD	American Airlines	MQ	4
995225	2008	4	ORD	American Airlines	MQ	5
995227	2008	4	ORD	American Airlines	MQ	17
995229	2008	4	ORD	American Airlines	MQ	1
995231	2008	4	ORD	American Airlines	MQ	1
995233	2008	4	ORD	American Airlines	MQ	1
995235	2008	4	ORD	American Airlines	MQ	1
995237	2008	4	ORD	American Airlines	MQ	3
995239	2008	4	ORD	American Airlines	MQ	1
995241	2008	4	ORD	American Airlines	MQ	1
995243	2008	4	ORD	American Airlines	MQ	3
995245	2008	4	ORD	American Airlines	MQ	12
995247	2008	4	ORD	American Airlines	MQ	3
995249	2008	4	ORD	American Airlines	MQ	1
995251	2008	4	ORD	American Airlines	MQ	1
995253	2008	4	ORD	American Airlines	MQ	1
995255	2008	4	ORD	American Airlines	MQ	1
995257	2008	4	ORD	American Airlines	MQ	3
995259	2008	4	ORD	American Airlines	MQ	1
995261	2008	4	ORD	American Airlines	MQ	3
995263	2008	4	ORD	American Airlines	MQ	2
995265	2008	4	ORD	American Airlines	MQ	2
995267	2008	4	ORD	American Airlines	MQ	2
995269	2008	4	ORD	American Airlines	MQ	1
995271	2008	4	ORD	American Airlines	MQ	2
995273	2008	4	ORD	American Airlines	MQ	1
995275	2008	4	ORD	American Airlines	MQ	3
995277	2008	4	ORD	American Airlines	MQ	1
995279	2008	4	ORD	American Airlines	MQ	2
995281	2008	4	ORD	American Airlines	MQ	1
995283	2008	4	ORD	American Airlines	MQ	1
995285	2008	4	ORD	American Airlines	MQ	1
995287	2008	4	ORD	American Airlines	MQ	1
995289	2008	4	ORD	American Airlines	MQ	1
995291	2008	4	ORD	American Airlines	MQ	2
995293	2008	4	ORD	American Airlines	MQ	7
995295	2008	4	ORD	American Airlines	MQ	1
995297	2008	4	ORD	American Airlines	MQ	1
995299	2008	4	ORD	American Airlines	MQ	9
995301	2008	4	ORD	American Airlines	MQ	1
995303	2008	4	ORD	American Airlines	MQ	1
995305	2008	4	ORD	American Airlines	MQ	1
995307	2008	4	ORD	American Airlines	MQ	2
995309	2008	4	ORD	American Airlines	MQ	1
995311	2008	4	ORD	American Airlines	MQ	1
995313	2008	4	ORD	American Airlines	MQ	1
995315	2008	4	ORD	American Airlines	MQ	1
995317	2008	4	ORD	American Airlines	MQ	1
995319	2008	4	ORD	American Airlines	MQ	1
995321	2008	4	ORD	American Airlines	MQ	1
995323	2008	4	ORD	American Airlines	MQ	1
995325	2008	4	ORD	American Airlines	MQ	1
995330	2008	4	ORD	American Airlines	American Airlines	1
995332	2008	4	ORD	American Airlines	American Airlines	1
995334	2008	4	ORD	American Airlines	American Airlines	1
995337	2008	4	ORD	American Airlines	American Airlines	1
995340	2008	4	ORD	American Airlines	American Airlines	1
995343	2008	4	ORD	American Airlines	American Airlines	1
995346	2008	4	ORD	American Airlines	American Airlines	1
995348	2008	4	ORD	American Airlines	MQ	1
995350	2008	4	ORD	American Airlines	American Airlines	1
995352	2008	4	ORD	American Airlines	MQ	1
995354	2008	4	ORD	American Airlines	MQ	1
995356	2008	4	ORD	American Airlines	MQ	1
995372	2008	4	ORD	American Airlines	99	1
995519	2008	4	ORD	American Airlines	99	1
995677	2008	4	ORD	American Airlines	American Airlines	1
995684	2008	4	ORD	American Airlines	99	1
995697	2008	4	ORD	American Airlines	MQ	1
995891	2008	4	ORD	American Airlines	99	1
996314	2008	4	ORD	American Airlines	American Airlines	1
996316	2008	4	ORD	American Airlines	99	1
996318	2008	4	ORD	American Airlines	99	1
996320	2008	4	ORD	American Airlines	99	1
996322	2008	4	ORD	American Airlines	99	2
996324	2008	4	ORD	American Airlines	99	1
996326	2008	4	ORD	American Airlines	99	1
996328	2008	4	ORD	American Airlines	99	1
996330	2008	4	ORD	American Airlines	99	1
996332	2008	4	ORD	American Airlines	99	3
996334	2008	4	ORD	American Airlines	99	1
996336	2008	4	ORD	American Airlines	99	1
996338	2008	4	ORD	American Airlines	99	1
996340	2008	4	ORD	American Airlines	99	1
996342	2008	4	ORD	American Airlines	99	1
996344	2008	4	ORD	American Airlines	99	1
996346	2008	4	ORD	American Airlines	99	1
996348	2008	4	ORD	American Airlines	99	2
996350	2008	4	ORD	American Airlines	99	3
996352	2008	4	ORD	American Airlines	99	1
996354	2008	4	ORD	American Airlines	99	1
996356	2008	4	ORD	American Airlines	99	1
996358	2008	4	ORD	American Airlines	99	1
996360	2008	4	ORD	American Airlines	99	1
996369	2008	4	ORD	American Airlines	American Airlines	1
996791	2008	4	ORD	American Airlines	MQ	1
996793	2008	4	ORD	American Airlines	MQ	1
996965	2008	4	ORD	American Airlines	MQ	1
996967	2008	4	ORD	American Airlines	MQ	1
996969	2008	4	ORD	American Airlines	MQ	1
996971	2008	4	ORD	American Airlines	MQ	1
996973	2008	4	ORD	American Airlines	MQ	1
996975	2008	4	ORD	American Airlines	MQ	3
996977	2008	4	ORD	American Airlines	MQ	1
996979	2008	4	ORD	American Airlines	MQ	2
996981	2008	4	ORD	American Airlines	MQ	1
996983	2008	4	ORD	American Airlines	MQ	1
996985	2008	4	ORD	American Airlines	MQ	1
996987	2008	4	ORD	American Airlines	MQ	1
996989	2008	4	ORD	American Airlines	MQ	1
996991	2008	4	ORD	American Airlines	MQ	1
996993	2008	4	ORD	American Airlines	MQ	1
996995	2008	4	ORD	American Airlines	MQ	1
996997	2008	4	ORD	American Airlines	MQ	1
996999	2008	4	ORD	American Airlines	MQ	1
997001	2008	4	ORD	American Airlines	MQ	2
997062	2008	4	ORD	Northwest Airlines	Northwest Airlines	1
997064	2008	4	ORD	American Airlines	American Airlines	1
997649	2008	4	ORD	American Airlines	99	1
997651	2008	4	ORD	American Airlines	99	1
997653	2008	4	ORD	American Airlines	99	1
997655	2008	4	ORD	American Airlines	99	1
997657	2008	4	ORD	American Airlines	99	1
997659	2008	4	ORD	American Airlines	99	1
997661	2008	4	ORD	American Airlines	99	1
997669	2008	4	ORD	American Airlines	American Airlines	1
997835	2008	4	ORD	American Airlines	American Airlines	1
997838	2008	4	ORD	American Airlines	MQ	1
997840	2008	4	ORD	American Airlines	MQ	1
997880	2008	4	ORD	American Airlines	MQ	1
997882	2008	4	ORD	American Airlines	MQ	1
997884	2008	4	ORD	American Airlines	American Airlines	1
997886	2008	4	ORD	American Airlines	American Airlines	1
997888	2008	4	ORD	American Airlines	American Airlines	2
997890	2008	4	ORD	American Airlines	American Airlines	1
997892	2008	4	ORD	American Airlines	American Airlines	1
997894	2008	4	ORD	American Airlines	American Airlines	1
997896	2008	4	ORD	American Airlines	American Airlines	3
997898	2008	4	ORD	American Airlines	American Airlines	1
997900	2008	4	ORD	American Airlines	American Airlines	1
997902	2008	4	ORD	American Airlines	American Airlines	10
997904	2008	4	ORD	American Airlines	American Airlines	1
997906	2008	4	ORD	American Airlines	American Airlines	1
997908	2008	4	ORD	American Airlines	American Airlines	7
997910	2008	4	ORD	American Airlines	American Airlines	1
997912	2008	4	ORD	American Airlines	American Airlines	1
997914	2008	4	ORD	American Airlines	American Airlines	1
997916	2008	4	ORD	American Airlines	American Airlines	4
997918	2008	4	ORD	American Airlines	American Airlines	1
997920	2008	4	ORD	American Airlines	American Airlines	4
997922	2008	4	ORD	American Airlines	American Airlines	1
997924	2008	4	ORD	American Airlines	American Airlines	1
997926	2008	4	ORD	American Airlines	American Airlines	2
997928	2008	4	ORD	American Airlines	American Airlines	2
997930	2008	4	ORD	American Airlines	American Airlines	1
997932	2008	4	ORD	American Airlines	American Airlines	1
997934	2008	4	ORD	American Airlines	American Airlines	1
997936	2008	4	ORD	American Airlines	American Airlines	1
997938	2008	4	ORD	American Airlines	American Airlines	1
997940	2008	4	ORD	American Airlines	American Airlines	2
997942	2008	4	ORD	American Airlines	American Airlines	1
997944	2008	4	ORD	American Airlines	American Airlines	1
997946	2008	4	ORD	American Airlines	American Airlines	1
997948	2008	4	ORD	American Airlines	American Airlines	1
997950	2008	4	ORD	American Airlines	American Airlines	1
997952	2008	4	ORD	American Airlines	American Airlines	1
997954	2008	4	ORD	American Airlines	American Airlines	1
997956	2008	4	ORD	American Airlines	American Airlines	1
997958	2008	4	ORD	American Airlines	MQ	1
997960	2008	4	ORD	American Airlines	MQ	1
997962	2008	4	ORD	American Airlines	MQ	1
997964	2008	4	ORD	American Airlines	MQ	1
997966	2008	4	ORD	American Airlines	MQ	1
997968	2008	4	ORD	American Airlines	MQ	1
997970	2008	4	ORD	American Airlines	MQ	1
997972	2008	4	ORD	American Airlines	MQ	6
997974	2008	4	ORD	American Airlines	MQ	1
997976	2008	4	ORD	American Airlines	MQ	1
997978	2008	4	ORD	American Airlines	MQ	1
997980	2008	4	ORD	American Airlines	MQ	6
997982	2008	4	ORD	American Airlines	MQ	1
997984	2008	4	ORD	American Airlines	MQ	2
997986	2008	4	ORD	American Airlines	MQ	1
997988	2008	4	ORD	American Airlines	MQ	1
997990	2008	4	ORD	American Airlines	MQ	1
997992	2008	4	ORD	American Airlines	MQ	1
997994	2008	4	ORD	American Airlines	MQ	1
997996	2008	4	ORD	American Airlines	MQ	4
997998	2008	4	ORD	American Airlines	MQ	1
998000	2008	4	ORD	American Airlines	MQ	1
998002	2008	4	ORD	American Airlines	MQ	1
998004	2008	4	ORD	American Airlines	MQ	1
998006	2008	4	ORD	American Airlines	MQ	1
998008	2008	4	ORD	American Airlines	MQ	1
998010	2008	4	ORD	American Airlines	MQ	1
998012	2008	4	ORD	United Air Lines	OO	1
998014	2008	4	ORD	United Air Lines	United Air Lines	2
998016	2008	4	ORD	United Air Lines	United Air Lines	2
998018	2008	4	ORD	United Air Lines	United Air Lines	1
998020	2008	4	ORD	United Air Lines	United Air Lines	1
998022	2008	4	ORD	United Air Lines	United Air Lines	1
998024	2008	4	ORD	United Air Lines	United Air Lines	1
998083	2008	4	ORD	American Airlines	American Airlines	1
998086	2008	4	ORD	American Airlines	American Airlines	1
998088	2008	4	ORD	American Airlines	American Airlines	1
998109	2008	4	ORD	American Airlines	American Airlines	1
998111	2008	4	ORD	American Airlines	American Airlines	1
998114	2008	4	ORD	American Airlines	MQ	1
998147	2008	4	ORD	American Airlines	American Airlines	1
998151	2008	4	ORD	American Airlines	MQ	2
998153	2008	4	ORD	American Airlines	MQ	1
998155	2008	4	ORD	American Airlines	MQ	1
998157	2008	4	ORD	American Airlines	MQ	1
998159	2008	4	ORD	American Airlines	MQ	2
998213	2008	4	ORD	American Airlines	American Airlines	1
998408	2008	4	ORD	American Airlines	MQ	1
998410	2008	4	ORD	American Airlines	MQ	1
998413	2008	4	ORD	American Airlines	American Airlines	1
998428	2008	4	ORD	American Airlines	MQ	1
998479	2008	4	ORD	American Airlines	MQ	1
998481	2008	4	ORD	American Airlines	American Airlines	1
998483	2008	4	ORD	American Airlines	MQ	1
998485	2008	4	ORD	American Airlines	MQ	1
998487	2008	4	ORD	American Airlines	American Airlines	1
998489	2008	4	ORD	American Airlines	MQ	1
998519	2008	4	ORD	American Airlines	American Airlines	1
998521	2008	4	ORD	American Airlines	American Airlines	1
998523	2008	4	ORD	American Airlines	American Airlines	1
998536	2008	4	ORD	American Airlines	MQ	1
