	year	quarter	origin	ticket_carrier	operating_carrier	passengers
1751	2008	4	ORD	American Airlines	American Airlines	1
1996	2008	4	ORD	American Airlines	American Airlines	1
2038	2008	4	ORD	American Airlines	American Airlines	1
2090	2008	4	ORD	American Airlines	99	1
2092	2008	4	ORD	United Air Lines	United Air Lines	1
2097	2008	4	ORD	American Airlines	American Airlines	1
2099	2008	4	ORD	American Airlines	American Airlines	1
2101	2008	4	ORD	American Airlines	American Airlines	1
2103	2008	4	ORD	American Airlines	American Airlines	2
2105	2008	4	ORD	American Airlines	American Airlines	1
2107	2008	4	ORD	American Airlines	American Airlines	1
2109	2008	4	ORD	American Airlines	American Airlines	1
2111	2008	4	ORD	American Airlines	American Airlines	1
2113	2008	4	ORD	American Airlines	American Airlines	1
2115	2008	4	ORD	American Airlines	American Airlines	1
2117	2008	4	ORD	American Airlines	American Airlines	2
2119	2008	4	ORD	American Airlines	American Airlines	1
2121	2008	4	ORD	American Airlines	American Airlines	1
2123	2008	4	ORD	American Airlines	American Airlines	1
2125	2008	4	ORD	American Airlines	American Airlines	1
2127	2008	4	ORD	American Airlines	American Airlines	1
2129	2008	4	ORD	American Airlines	American Airlines	1
2226	2008	4	ORD	American Airlines	American Airlines	1
2305	2008	4	ORD	American Airlines	99	1
2355	2008	4	ORD	American Airlines	99	1
2357	2008	4	ORD	American Airlines	American Airlines	1
2508	2008	4	ORD	US Airways	US Airways	1
2510	2008	4	ORD	US Airways	US Airways	1
2512	2008	4	ORD	US Airways	US Airways	1
2514	2008	4	ORD	US Airways	US Airways	1
2516	2008	4	ORD	US Airways	US Airways	1
2518	2008	4	ORD	American Airlines	American Airlines	1
2520	2008	4	ORD	American Airlines	American Airlines	1
2523	2008	4	ORD	American Airlines	99	1
2525	2008	4	ORD	American Airlines	99	1
2949	2008	4	ORD	United Air Lines	United Air Lines	1
3052	2008	4	ORD	American Airlines	American Airlines	1
3054	2008	4	ORD	US Airways	US Airways	1
3091	2008	4	ORD	American Airlines	99	1
3212	2008	4	ORD	American Airlines	99	1
3276	2008	4	ORD	American Airlines	American Airlines	1
3278	2008	4	ORD	American Airlines	American Airlines	1
3280	2008	4	ORD	American Airlines	American Airlines	1
3282	2008	4	ORD	American Airlines	American Airlines	1
3284	2008	4	ORD	American Airlines	American Airlines	1
3286	2008	4	ORD	American Airlines	American Airlines	1
3288	2008	4	ORD	American Airlines	American Airlines	1
3290	2008	4	ORD	American Airlines	American Airlines	8
3292	2008	4	ORD	American Airlines	American Airlines	20
3294	2008	4	ORD	American Airlines	American Airlines	1
3296	2008	4	ORD	American Airlines	American Airlines	6
3298	2008	4	ORD	American Airlines	American Airlines	3
3300	2008	4	ORD	American Airlines	American Airlines	1
3302	2008	4	ORD	American Airlines	American Airlines	4
3304	2008	4	ORD	American Airlines	American Airlines	2
3306	2008	4	ORD	American Airlines	American Airlines	1
3308	2008	4	ORD	American Airlines	American Airlines	1
3310	2008	4	ORD	American Airlines	American Airlines	1
3312	2008	4	ORD	American Airlines	American Airlines	10
3314	2008	4	ORD	American Airlines	American Airlines	1
3316	2008	4	ORD	American Airlines	American Airlines	1
3318	2008	4	ORD	American Airlines	American Airlines	1
3320	2008	4	ORD	American Airlines	American Airlines	3
3322	2008	4	ORD	American Airlines	American Airlines	1
3324	2008	4	ORD	American Airlines	American Airlines	1
3326	2008	4	ORD	American Airlines	American Airlines	3
3328	2008	4	ORD	American Airlines	American Airlines	1
3330	2008	4	ORD	American Airlines	American Airlines	1
3332	2008	4	ORD	American Airlines	American Airlines	13
3334	2008	4	ORD	American Airlines	American Airlines	2
3336	2008	4	ORD	American Airlines	American Airlines	4
3338	2008	4	ORD	American Airlines	American Airlines	16
3340	2008	4	ORD	American Airlines	American Airlines	9
3342	2008	4	ORD	American Airlines	American Airlines	2
3344	2008	4	ORD	American Airlines	American Airlines	3
3346	2008	4	ORD	American Airlines	American Airlines	1
3348	2008	4	ORD	American Airlines	American Airlines	3
3350	2008	4	ORD	American Airlines	American Airlines	1
3352	2008	4	ORD	American Airlines	American Airlines	1
3354	2008	4	ORD	American Airlines	American Airlines	1
3356	2008	4	ORD	American Airlines	American Airlines	1
3358	2008	4	ORD	American Airlines	American Airlines	16
3360	2008	4	ORD	American Airlines	American Airlines	2
3362	2008	4	ORD	American Airlines	American Airlines	3
3364	2008	4	ORD	American Airlines	American Airlines	4
3366	2008	4	ORD	American Airlines	American Airlines	2
3368	2008	4	ORD	American Airlines	American Airlines	5
3370	2008	4	ORD	American Airlines	American Airlines	2
3372	2008	4	ORD	American Airlines	American Airlines	3
3374	2008	4	ORD	American Airlines	American Airlines	1
3376	2008	4	ORD	American Airlines	American Airlines	5
3378	2008	4	ORD	American Airlines	American Airlines	21
3380	2008	4	ORD	American Airlines	American Airlines	1
3382	2008	4	ORD	American Airlines	American Airlines	1
3384	2008	4	ORD	American Airlines	American Airlines	2
3386	2008	4	ORD	American Airlines	American Airlines	10
3388	2008	4	ORD	American Airlines	American Airlines	74
3390	2008	4	ORD	American Airlines	American Airlines	1
3392	2008	4	ORD	American Airlines	American Airlines	1
3394	2008	4	ORD	American Airlines	American Airlines	2
3396	2008	4	ORD	American Airlines	American Airlines	1
3398	2008	4	ORD	American Airlines	American Airlines	31
3400	2008	4	ORD	American Airlines	American Airlines	1
3402	2008	4	ORD	American Airlines	American Airlines	13
3404	2008	4	ORD	American Airlines	American Airlines	1
3406	2008	4	ORD	American Airlines	American Airlines	1
3408	2008	4	ORD	American Airlines	American Airlines	2
3410	2008	4	ORD	American Airlines	American Airlines	2
3412	2008	4	ORD	American Airlines	American Airlines	2
3414	2008	4	ORD	American Airlines	American Airlines	2
3416	2008	4	ORD	American Airlines	American Airlines	1
3418	2008	4	ORD	American Airlines	American Airlines	1
3420	2008	4	ORD	American Airlines	American Airlines	1
3422	2008	4	ORD	American Airlines	American Airlines	1
3424	2008	4	ORD	American Airlines	American Airlines	2
3426	2008	4	ORD	American Airlines	American Airlines	1
3428	2008	4	ORD	American Airlines	American Airlines	3
3430	2008	4	ORD	American Airlines	American Airlines	2
3432	2008	4	ORD	American Airlines	American Airlines	3
3434	2008	4	ORD	American Airlines	American Airlines	1
3436	2008	4	ORD	American Airlines	American Airlines	2
3438	2008	4	ORD	American Airlines	American Airlines	2
3440	2008	4	ORD	American Airlines	American Airlines	2
3442	2008	4	ORD	American Airlines	American Airlines	1
3444	2008	4	ORD	American Airlines	American Airlines	1
3446	2008	4	ORD	American Airlines	American Airlines	3
3448	2008	4	ORD	American Airlines	American Airlines	4
3450	2008	4	ORD	American Airlines	American Airlines	1
3452	2008	4	ORD	American Airlines	American Airlines	1
3454	2008	4	ORD	American Airlines	American Airlines	4
3456	2008	4	ORD	American Airlines	American Airlines	10
3458	2008	4	ORD	American Airlines	American Airlines	8
3460	2008	4	ORD	American Airlines	American Airlines	1
3462	2008	4	ORD	American Airlines	American Airlines	1
3464	2008	4	ORD	American Airlines	American Airlines	1
3466	2008	4	ORD	American Airlines	American Airlines	3
3468	2008	4	ORD	American Airlines	American Airlines	9
3470	2008	4	ORD	American Airlines	American Airlines	6
3472	2008	4	ORD	American Airlines	American Airlines	1
3474	2008	4	ORD	American Airlines	American Airlines	1
3476	2008	4	ORD	American Airlines	American Airlines	1
3478	2008	4	ORD	American Airlines	American Airlines	1
3480	2008	4	ORD	American Airlines	American Airlines	1
3482	2008	4	ORD	American Airlines	American Airlines	1
3484	2008	4	ORD	American Airlines	American Airlines	2
3486	2008	4	ORD	American Airlines	American Airlines	2
3488	2008	4	ORD	American Airlines	American Airlines	3
3490	2008	4	ORD	American Airlines	American Airlines	1
3492	2008	4	ORD	American Airlines	American Airlines	1
3494	2008	4	ORD	American Airlines	American Airlines	2
3496	2008	4	ORD	American Airlines	American Airlines	1
3498	2008	4	ORD	American Airlines	American Airlines	1
3500	2008	4	ORD	American Airlines	American Airlines	1
3502	2008	4	ORD	American Airlines	American Airlines	4
3504	2008	4	ORD	American Airlines	American Airlines	2
3506	2008	4	ORD	American Airlines	American Airlines	5
3508	2008	4	ORD	American Airlines	American Airlines	2
3510	2008	4	ORD	American Airlines	American Airlines	4
3512	2008	4	ORD	American Airlines	American Airlines	1
3514	2008	4	ORD	American Airlines	American Airlines	1
3516	2008	4	ORD	American Airlines	American Airlines	1
3518	2008	4	ORD	American Airlines	American Airlines	2
3520	2008	4	ORD	American Airlines	American Airlines	1
3522	2008	4	ORD	American Airlines	American Airlines	5
3524	2008	4	ORD	American Airlines	American Airlines	1
3526	2008	4	ORD	American Airlines	American Airlines	1
3528	2008	4	ORD	American Airlines	American Airlines	1
3530	2008	4	ORD	American Airlines	American Airlines	2
3532	2008	4	ORD	American Airlines	American Airlines	1
3534	2008	4	ORD	American Airlines	American Airlines	1
3536	2008	4	ORD	American Airlines	American Airlines	1
3538	2008	4	ORD	American Airlines	American Airlines	1
3540	2008	4	ORD	American Airlines	American Airlines	4
3542	2008	4	ORD	American Airlines	American Airlines	1
3544	2008	4	ORD	American Airlines	American Airlines	1
3546	2008	4	ORD	American Airlines	American Airlines	1
3548	2008	4	ORD	American Airlines	American Airlines	5
3550	2008	4	ORD	American Airlines	American Airlines	1
3552	2008	4	ORD	American Airlines	American Airlines	2
3554	2008	4	ORD	American Airlines	American Airlines	1
3556	2008	4	ORD	American Airlines	American Airlines	4
3558	2008	4	ORD	American Airlines	American Airlines	1
3560	2008	4	ORD	American Airlines	American Airlines	1
3562	2008	4	ORD	American Airlines	American Airlines	1
3564	2008	4	ORD	American Airlines	American Airlines	1
3566	2008	4	ORD	American Airlines	American Airlines	1
3568	2008	4	ORD	American Airlines	American Airlines	1
3570	2008	4	ORD	American Airlines	American Airlines	1
3572	2008	4	ORD	American Airlines	American Airlines	1
3574	2008	4	ORD	American Airlines	American Airlines	1
3576	2008	4	ORD	American Airlines	American Airlines	2
3578	2008	4	ORD	American Airlines	American Airlines	1
3580	2008	4	ORD	American Airlines	American Airlines	4
3582	2008	4	ORD	American Airlines	American Airlines	1
3584	2008	4	ORD	American Airlines	American Airlines	1
3586	2008	4	ORD	American Airlines	American Airlines	1
3588	2008	4	ORD	American Airlines	American Airlines	1
3590	2008	4	ORD	American Airlines	American Airlines	1
3592	2008	4	ORD	American Airlines	American Airlines	1
3594	2008	4	ORD	American Airlines	American Airlines	1
3596	2008	4	ORD	American Airlines	American Airlines	17
3598	2008	4	ORD	American Airlines	American Airlines	1
3600	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3602	2008	4	ORD	Alaska Airlines	Alaska Airlines	3
3604	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3606	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3608	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3610	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3612	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3614	2008	4	ORD	Alaska Airlines	Alaska Airlines	8
3616	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3618	2008	4	ORD	Alaska Airlines	Alaska Airlines	2
3620	2008	4	ORD	Alaska Airlines	Alaska Airlines	3
3622	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3624	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3626	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3628	2008	4	ORD	Alaska Airlines	Alaska Airlines	3
3630	2008	4	ORD	Alaska Airlines	Alaska Airlines	3
3632	2008	4	ORD	Alaska Airlines	Alaska Airlines	3
3634	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3636	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3638	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3640	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3642	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3644	2008	4	ORD	Alaska Airlines	Alaska Airlines	2
3646	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3648	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3650	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3652	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3654	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
3656	2008	4	ORD	United Air Lines	United Air Lines	1
3658	2008	4	ORD	United Air Lines	United Air Lines	1
3660	2008	4	ORD	United Air Lines	United Air Lines	1
3662	2008	4	ORD	United Air Lines	United Air Lines	1
3664	2008	4	ORD	United Air Lines	United Air Lines	2
3666	2008	4	ORD	United Air Lines	United Air Lines	1
3668	2008	4	ORD	United Air Lines	United Air Lines	2
3670	2008	4	ORD	United Air Lines	United Air Lines	1
3672	2008	4	ORD	United Air Lines	United Air Lines	1
3674	2008	4	ORD	United Air Lines	United Air Lines	1
3676	2008	4	ORD	United Air Lines	United Air Lines	3
3678	2008	4	ORD	United Air Lines	United Air Lines	1
3680	2008	4	ORD	United Air Lines	United Air Lines	1
3682	2008	4	ORD	United Air Lines	United Air Lines	2
3684	2008	4	ORD	United Air Lines	United Air Lines	1
3686	2008	4	ORD	United Air Lines	United Air Lines	1
3688	2008	4	ORD	United Air Lines	United Air Lines	1
3690	2008	4	ORD	United Air Lines	United Air Lines	1
3692	2008	4	ORD	United Air Lines	United Air Lines	1
3694	2008	4	ORD	United Air Lines	United Air Lines	1
3696	2008	4	ORD	United Air Lines	United Air Lines	1
3698	2008	4	ORD	US Airways	United Air Lines	1
3700	2008	4	ORD	US Airways	United Air Lines	1
3702	2008	4	ORD	American Airlines	American Airlines	1
3708	2008	4	ORD	American Airlines	American Airlines	1
3717	2008	4	ORD	American Airlines	American Airlines	1
3721	2008	4	ORD	Delta Air Lines	Delta Air Lines	1
3790	2008	4	ORD	American Airlines	American Airlines	3
3792	2008	4	ORD	American Airlines	American Airlines	1
3794	2008	4	ORD	American Airlines	American Airlines	2
3796	2008	4	ORD	American Airlines	American Airlines	1
3798	2008	4	ORD	American Airlines	American Airlines	1
3800	2008	4	ORD	American Airlines	American Airlines	1
3802	2008	4	ORD	American Airlines	American Airlines	4
3804	2008	4	ORD	American Airlines	American Airlines	1
3806	2008	4	ORD	American Airlines	American Airlines	1
3808	2008	4	ORD	American Airlines	American Airlines	1
3810	2008	4	ORD	American Airlines	American Airlines	1
3812	2008	4	ORD	American Airlines	American Airlines	1
3814	2008	4	ORD	American Airlines	American Airlines	1
3816	2008	4	ORD	American Airlines	American Airlines	1
4331	2008	4	ORD	American Airlines	99	1
4460	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
4462	2008	4	ORD	American Airlines	American Airlines	1
4464	2008	4	ORD	American Airlines	American Airlines	2
4466	2008	4	ORD	American Airlines	American Airlines	1
4468	2008	4	ORD	American Airlines	American Airlines	1
4470	2008	4	ORD	American Airlines	American Airlines	8
4472	2008	4	ORD	American Airlines	American Airlines	1
4474	2008	4	ORD	American Airlines	American Airlines	1
4476	2008	4	ORD	American Airlines	American Airlines	1
4478	2008	4	ORD	American Airlines	American Airlines	1
4480	2008	4	ORD	American Airlines	American Airlines	1
4482	2008	4	ORD	American Airlines	American Airlines	1
4484	2008	4	ORD	American Airlines	American Airlines	1
4486	2008	4	ORD	American Airlines	American Airlines	1
4488	2008	4	ORD	American Airlines	American Airlines	1
4490	2008	4	ORD	American Airlines	American Airlines	1
4492	2008	4	ORD	American Airlines	American Airlines	1
4494	2008	4	ORD	American Airlines	American Airlines	1
4496	2008	4	ORD	American Airlines	American Airlines	1
4498	2008	4	ORD	American Airlines	American Airlines	1
4500	2008	4	ORD	American Airlines	American Airlines	1
4502	2008	4	ORD	American Airlines	American Airlines	2
4504	2008	4	ORD	American Airlines	American Airlines	1
4506	2008	4	ORD	American Airlines	American Airlines	1
4508	2008	4	ORD	American Airlines	American Airlines	1
4510	2008	4	ORD	American Airlines	American Airlines	1
4512	2008	4	ORD	American Airlines	American Airlines	1
4514	2008	4	ORD	American Airlines	American Airlines	1
4516	2008	4	ORD	American Airlines	American Airlines	1
4518	2008	4	ORD	American Airlines	American Airlines	1
4520	2008	4	ORD	American Airlines	Alaska Airlines	1
4522	2008	4	ORD	American Airlines	Alaska Airlines	1
4524	2008	4	ORD	American Airlines	Alaska Airlines	1
4526	2008	4	ORD	American Airlines	Alaska Airlines	1
4528	2008	4	ORD	American Airlines	Alaska Airlines	1
4530	2008	4	ORD	American Airlines	Alaska Airlines	1
4532	2008	4	ORD	American Airlines	Alaska Airlines	1
4534	2008	4	ORD	Alaska Airlines	Alaska Airlines	2
4536	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
4538	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
4540	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
4542	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
4544	2008	4	ORD	United Air Lines	United Air Lines	1
4546	2008	4	ORD	American Airlines	American Airlines	1
4548	2008	4	ORD	American Airlines	American Airlines	1
4550	2008	4	ORD	American Airlines	American Airlines	1
4552	2008	4	ORD	American Airlines	American Airlines	2
5030	2008	4	ORD	American Airlines	99	1
5872	2008	4	ORD	American Airlines	99	1
6153	2008	4	ORD	American Airlines	99	1
6155	2008	4	ORD	American Airlines	99	1
7476	2008	4	ORD	American Airlines	American Airlines	1
7627	2008	4	ORD	American Airlines	American Airlines	1
7629	2008	4	ORD	American Airlines	American Airlines	1
7658	2008	4	ORD	American Airlines	American Airlines	1
7660	2008	4	ORD	American Airlines	American Airlines	1
8092	2008	4	ORD	American Airlines	American Airlines	1
8094	2008	4	ORD	American Airlines	American Airlines	1
8817	2008	4	ORD	American Airlines	99	1
8821	2008	4	ORD	American Airlines	American Airlines	1
8823	2008	4	ORD	American Airlines	American Airlines	1
8825	2008	4	ORD	American Airlines	American Airlines	1
8828	2008	4	ORD	American Airlines	American Airlines	1
8830	2008	4	ORD	American Airlines	American Airlines	1
8832	2008	4	ORD	American Airlines	American Airlines	1
8834	2008	4	ORD	American Airlines	American Airlines	1
8836	2008	4	ORD	American Airlines	American Airlines	1
8838	2008	4	ORD	American Airlines	American Airlines	1
10147	2008	4	ORD	American Airlines	American Airlines	2
10344	2008	4	ORD	American Airlines	American Airlines	1
10581	2008	4	ORD	American Airlines	American Airlines	1
10821	2008	4	ORD	American Airlines	American Airlines	2
10823	2008	4	ORD	American Airlines	American Airlines	1
12297	2008	4	ORD	American Airlines	99	1
14829	2008	4	ORD	American Airlines	American Airlines	1
14831	2008	4	ORD	American Airlines	American Airlines	1
14833	2008	4	ORD	American Airlines	99	1
14842	2008	4	ORD	American Airlines	American Airlines	2
14844	2008	4	ORD	American Airlines	American Airlines	2
14846	2008	4	ORD	American Airlines	American Airlines	1
14848	2008	4	ORD	American Airlines	American Airlines	1
14850	2008	4	ORD	American Airlines	American Airlines	1
14852	2008	4	ORD	American Airlines	American Airlines	1
14854	2008	4	ORD	American Airlines	American Airlines	1
14856	2008	4	ORD	American Airlines	American Airlines	1
14860	2008	4	ORD	American Airlines	American Airlines	1
14862	2008	4	ORD	American Airlines	American Airlines	1
17685	2008	4	ORD	American Airlines	American Airlines	1
18110	2008	4	ORD	American Airlines	American Airlines	1
18114	2008	4	ORD	American Airlines	American Airlines	2
18116	2008	4	ORD	American Airlines	American Airlines	1
18118	2008	4	ORD	American Airlines	American Airlines	1
18120	2008	4	ORD	American Airlines	American Airlines	1
18122	2008	4	ORD	American Airlines	American Airlines	1
18124	2008	4	ORD	American Airlines	99	1
18126	2008	4	ORD	American Airlines	99	1
18175	2008	4	ORD	American Airlines	American Airlines	1
18276	2008	4	ORD	American Airlines	99	1
18357	2008	4	ORD	American Airlines	American Airlines	1
18359	2008	4	ORD	American Airlines	American Airlines	1
18378	2008	4	ORD	American Airlines	American Airlines	1
18380	2008	4	ORD	American Airlines	American Airlines	1
18383	2008	4	ORD	American Airlines	99	1
18385	2008	4	ORD	American Airlines	99	1
18387	2008	4	ORD	American Airlines	99	1
18433	2008	4	ORD	American Airlines	99	1
18484	2008	4	ORD	American Airlines	American Airlines	1
18488	2008	4	ORD	United Air Lines	United Air Lines	1
18490	2008	4	ORD	United Air Lines	United Air Lines	1
18492	2008	4	ORD	US Airways	US Airways	1
18494	2008	4	ORD	US Airways	US Airways	1
18496	2008	4	ORD	US Airways	US Airways	1
18498	2008	4	ORD	American Airlines	American Airlines	1
18500	2008	4	ORD	American Airlines	American Airlines	1
18502	2008	4	ORD	American Airlines	American Airlines	1
18504	2008	4	ORD	American Airlines	American Airlines	1
18506	2008	4	ORD	American Airlines	American Airlines	1
18508	2008	4	ORD	American Airlines	American Airlines	1
18510	2008	4	ORD	American Airlines	American Airlines	2
18512	2008	4	ORD	American Airlines	American Airlines	1
18514	2008	4	ORD	American Airlines	American Airlines	1
18516	2008	4	ORD	American Airlines	99	1
18518	2008	4	ORD	American Airlines	99	1
18522	2008	4	ORD	American Airlines	American Airlines	1
18524	2008	4	ORD	American Airlines	American Airlines	1
18526	2008	4	ORD	American Airlines	American Airlines	2
18528	2008	4	ORD	American Airlines	American Airlines	1
18530	2008	4	ORD	American Airlines	American Airlines	1
18532	2008	4	ORD	American Airlines	American Airlines	1
18534	2008	4	ORD	American Airlines	American Airlines	1
18536	2008	4	ORD	American Airlines	American Airlines	1
18538	2008	4	ORD	American Airlines	American Airlines	1
18540	2008	4	ORD	American Airlines	American Airlines	1
18542	2008	4	ORD	American Airlines	American Airlines	1
18544	2008	4	ORD	American Airlines	American Airlines	1
18546	2008	4	ORD	American Airlines	American Airlines	1
18548	2008	4	ORD	American Airlines	American Airlines	1
18550	2008	4	ORD	American Airlines	American Airlines	1
18552	2008	4	ORD	American Airlines	American Airlines	1
18554	2008	4	ORD	American Airlines	American Airlines	1
18556	2008	4	ORD	American Airlines	American Airlines	1
18558	2008	4	ORD	American Airlines	American Airlines	1
18560	2008	4	ORD	American Airlines	American Airlines	1
18562	2008	4	ORD	American Airlines	American Airlines	1
18564	2008	4	ORD	American Airlines	American Airlines	1
18566	2008	4	ORD	American Airlines	American Airlines	1
18568	2008	4	ORD	American Airlines	American Airlines	1
18570	2008	4	ORD	American Airlines	American Airlines	1
18572	2008	4	ORD	American Airlines	American Airlines	1
18574	2008	4	ORD	American Airlines	99	1
18675	2008	4	ORD	American Airlines	99	1
18842	2008	4	ORD	American Airlines	American Airlines	1
18949	2008	4	ORD	American Airlines	99	1
18961	2008	4	ORD	United Air Lines	United Air Lines	1
19018	2008	4	ORD	American Airlines	American Airlines	1
19022	2008	4	ORD	US Airways	US Airways	1
19217	2008	4	ORD	American Airlines	American Airlines	1
19219	2008	4	ORD	American Airlines	American Airlines	1
19221	2008	4	ORD	American Airlines	American Airlines	1
19262	2008	4	ORD	American Airlines	99	1
19264	2008	4	ORD	American Airlines	99	1
19266	2008	4	ORD	American Airlines	99	1
19268	2008	4	ORD	Alaska Airlines	99	1
19270	2008	4	ORD	Alaska Airlines	Alaska Airlines	1
19272	2008	4	ORD	American Airlines	American Airlines	4
19274	2008	4	ORD	American Airlines	American Airlines	1
19276	2008	4	ORD	American Airlines	American Airlines	1
19278	2008	4	ORD	American Airlines	American Airlines	1
19280	2008	4	ORD	American Airlines	American Airlines	2
19282	2008	4	ORD	American Airlines	American Airlines	1
19284	2008	4	ORD	American Airlines	American Airlines	1
19286	2008	4	ORD	American Airlines	American Airlines	1
19288	2008	4	ORD	American Airlines	American Airlines	1
19290	2008	4	ORD	American Airlines	American Airlines	1
19292	2008	4	ORD	American Airlines	American Airlines	1
19294	2008	4	ORD	American Airlines	American Airlines	1
19296	2008	4	ORD	American Airlines	American Airlines	5
19298	2008	4	ORD	American Airlines	American Airlines	1
19300	2008	4	ORD	American Airlines	American Airlines	1
19302	2008	4	ORD	American Airlines	American Airlines	1
19304	2008	4	ORD	American Airlines	American Airlines	8
19306	2008	4	ORD	American Airlines	American Airlines	35
19308	2008	4	ORD	American Airlines	American Airlines	1
19310	2008	4	ORD	American Airlines	American Airlines	1
19312	2008	4	ORD	American Airlines	American Airlines	1
19314	2008	4	ORD	American Airlines	American Airlines	1
19316	2008	4	ORD	American Airlines	American Airlines	1
19318	2008	4	ORD	American Airlines	American Airlines	1
19320	2008	4	ORD	American Airlines	American Airlines	2
19322	2008	4	ORD	American Airlines	American Airlines	2
19324	2008	4	ORD	American Airlines	American Airlines	4
19326	2008	4	ORD	American Airlines	American Airlines	1
19328	2008	4	ORD	American Airlines	American Airlines	2
19330	2008	4	ORD	American Airlines	American Airlines	5
19332	2008	4	ORD	American Airlines	American Airlines	2
19334	2008	4	ORD	American Airlines	American Airlines	1
19336	2008	4	ORD	American Airlines	American Airlines	2
19338	2008	4	ORD	American Airlines	American Airlines	3
19340	2008	4	ORD	American Airlines	American Airlines	1
19342	2008	4	ORD	American Airlines	American Airlines	1
19344	2008	4	ORD	American Airlines	American Airlines	1
19346	2008	4	ORD	American Airlines	American Airlines	11
19348	2008	4	ORD	American Airlines	American Airlines	3
19350	2008	4	ORD	American Airlines	American Airlines	1
19352	2008	4	ORD	American Airlines	American Airlines	3
19354	2008	4	ORD	American Airlines	American Airlines	2
19356	2008	4	ORD	American Airlines	American Airlines	3
19358	2008	4	ORD	American Airlines	American Airlines	3
19360	2008	4	ORD	American Airlines	American Airlines	2
19362	2008	4	ORD	American Airlines	American Airlines	1
19364	2008	4	ORD	American Airlines	American Airlines	1
19366	2008	4	ORD	American Airlines	American Airlines	2
19368	2008	4	ORD	American Airlines	American Airlines	1
19370	2008	4	ORD	American Airlines	American Airlines	2
19372	2008	4	ORD	American Airlines	American Airlines	2
19374	2008	4	ORD	American Airlines	American Airlines	7
19376	2008	4	ORD	American Airlines	American Airlines	2
19378	2008	4	ORD	American Airlines	American Airlines	1
19380	2008	4	ORD	American Airlines	American Airlines	22
19382	2008	4	ORD	American Airlines	American Airlines	29
19384	2008	4	ORD	American Airlines	American Airlines	1
19386	2008	4	ORD	American Airlines	American Airlines	3
19388	2008	4	ORD	American Airlines	American Airlines	4
19390	2008	4	ORD	American Airlines	American Airlines	5
19392	2008	4	ORD	American Airlines	American Airlines	154
19394	2008	4	ORD	American Airlines	American Airlines	19
19396	2008	4	ORD	American Airlines	American Airlines	3
19398	2008	4	ORD	American Airlines	American Airlines	3
19400	2008	4	ORD	American Airlines	American Airlines	10
19402	2008	4	ORD	American Airlines	American Airlines	1
19404	2008	4	ORD	American Airlines	American Airlines	2
19406	2008	4	ORD	American Airlines	American Airlines	5
19408	2008	4	ORD	American Airlines	American Airlines	6
19410	2008	4	ORD	American Airlines	American Airlines	1
19412	2008	4	ORD	American Airlines	American Airlines	2
19414	2008	4	ORD	American Airlines	American Airlines	1
19416	2008	4	ORD	American Airlines	American Airlines	3
19418	2008	4	ORD	American Airlines	American Airlines	1
19420	2008	4	ORD	American Airlines	American Airlines	6
19422	2008	4	ORD	American Airlines	American Airlines	2
19424	2008	4	ORD	American Airlines	American Airlines	3
19426	2008	4	ORD	American Airlines	American Airlines	1
19428	2008	4	ORD	American Airlines	American Airlines	1
19430	2008	4	ORD	American Airlines	American Airlines	1
19432	2008	4	ORD	American Airlines	American Airlines	1
19434	2008	4	ORD	American Airlines	American Airlines	1
19436	2008	4	ORD	American Airlines	American Airlines	1
19438	2008	4	ORD	American Airlines	American Airlines	1
19440	2008	4	ORD	American Airlines	American Airlines	8
19442	2008	4	ORD	American Airlines	American Airlines	1
19444	2008	4	ORD	American Airlines	American Airlines	8
19446	2008	4	ORD	American Airlines	American Airlines	1
19448	2008	4	ORD	American Airlines	American Airlines	1
19450	2008	4	ORD	American Airlines	American Airlines	3
19452	2008	4	ORD	American Airlines	American Airlines	2
19454	2008	4	ORD	American Airlines	American Airlines	4
19456	2008	4	ORD	American Airlines	American Airlines	4
19458	2008	4	ORD	American Airlines	American Airlines	5
19460	2008	4	ORD	American Airlines	American Airlines	4
