	year	origin	dest	dest_state_nm
620846	2008	ORD	DEN	Colorado
620848	2008	ORD	DEN	Colorado
620850	2008	ORD	DEN	Colorado
620852	2008	ORD	DEN	Colorado
620854	2008	ORD	DEN	Colorado
620856	2008	ORD	DEN	Colorado
620858	2008	ORD	DEN	Colorado
620860	2008	ORD	DEN	Colorado
620862	2008	ORD	DEN	Colorado
620864	2008	ORD	DEN	Colorado
620866	2008	ORD	DEN	Colorado
620868	2008	ORD	DEN	Colorado
620870	2008	ORD	DEN	Colorado
620872	2008	ORD	DEN	Colorado
620874	2008	ORD	DEN	Colorado
620876	2008	ORD	DEN	Colorado
620878	2008	ORD	DEN	Colorado
620880	2008	ORD	DEN	Colorado
620882	2008	ORD	DEN	Colorado
620884	2008	ORD	DEN	Colorado
620886	2008	ORD	DEN	Colorado
620888	2008	ORD	DEN	Colorado
620890	2008	ORD	DEN	Colorado
620892	2008	ORD	DEN	Colorado
620894	2008	ORD	DEN	Colorado
620896	2008	ORD	DEN	Colorado
620898	2008	ORD	DEN	Colorado
620900	2008	ORD	DEN	Colorado
620902	2008	ORD	DEN	Colorado
620904	2008	ORD	DEN	Colorado
620906	2008	ORD	DEN	Colorado
620908	2008	ORD	DEN	Colorado
620910	2008	ORD	DEN	Colorado
620912	2008	ORD	DEN	Colorado
620914	2008	ORD	DEN	Colorado
620916	2008	ORD	DEN	Colorado
620918	2008	ORD	DEN	Colorado
620920	2008	ORD	DEN	Colorado
620922	2008	ORD	DEN	Colorado
620924	2008	ORD	DEN	Colorado
620926	2008	ORD	DEN	Colorado
620928	2008	ORD	DEN	Colorado
620930	2008	ORD	DEN	Colorado
620932	2008	ORD	DEN	Colorado
620934	2008	ORD	DEN	Colorado
620936	2008	ORD	DEN	Colorado
620938	2008	ORD	DEN	Colorado
620940	2008	ORD	DEN	Colorado
620942	2008	ORD	DEN	Colorado
620944	2008	ORD	DEN	Colorado
620946	2008	ORD	DEN	Colorado
620948	2008	ORD	DEN	Colorado
620950	2008	ORD	DEN	Colorado
620952	2008	ORD	DEN	Colorado
620954	2008	ORD	DEN	Colorado
620956	2008	ORD	DEN	Colorado
620958	2008	ORD	DEN	Colorado
620960	2008	ORD	DEN	Colorado
620962	2008	ORD	DEN	Colorado
620964	2008	ORD	DEN	Colorado
620966	2008	ORD	DEN	Colorado
620968	2008	ORD	DEN	Colorado
620970	2008	ORD	DEN	Colorado
620972	2008	ORD	DEN	Colorado
620974	2008	ORD	DEN	Colorado
620976	2008	ORD	DEN	Colorado
620978	2008	ORD	DEN	Colorado
620980	2008	ORD	DEN	Colorado
620982	2008	ORD	DEN	Colorado
620984	2008	ORD	DEN	Colorado
620986	2008	ORD	DEN	Colorado
620988	2008	ORD	DEN	Colorado
620990	2008	ORD	BMI	Illinois
620991	2008	ORD	DEN	Colorado
620993	2008	ORD	CLE	Ohio
620994	2008	ORD	DEN	Colorado
620996	2008	ORD	CMH	Ohio
620998	2008	ORD	DEN	Colorado
621000	2008	ORD	ROC	New York
621001	2008	ORD	PBI	Florida
621002	2008	ORD	PDX	Oregon
621003	2008	ORD	PDX	Oregon
621004	2008	ORD	PDX	Oregon
621006	2008	ORD	PDX	Oregon
621008	2008	ORD	PDX	Oregon
621010	2008	ORD	PDX	Oregon
621012	2008	ORD	PDX	Oregon
621014	2008	ORD	PDX	Oregon
621016	2008	ORD	PDX	Oregon
621018	2008	ORD	SFO	California
621020	2008	ORD	PDX	Oregon
621022	2008	ORD	PGA	Arizona
621024	2008	ORD	DEN	Colorado
621026	2008	ORD	DEN	Colorado
621028	2008	ORD	DEN	Colorado
621032	2008	ORD	PHX	Arizona
621033	2008	ORD	PHX	Arizona
621034	2008	ORD	PHX	Arizona
621035	2008	ORD	PHX	Arizona
621036	2008	ORD	PHX	Arizona
621037	2008	ORD	PHX	Arizona
621038	2008	ORD	PHX	Arizona
621039	2008	ORD	PHX	Arizona
621040	2008	ORD	PHX	Arizona
621041	2008	ORD	PHX	Arizona
621042	2008	ORD	PHX	Arizona
621043	2008	ORD	PHX	Arizona
621044	2008	ORD	PHX	Arizona
621045	2008	ORD	PHX	Arizona
621047	2008	ORD	PHX	Arizona
621049	2008	ORD	PHX	Arizona
621051	2008	ORD	DEN	Colorado
621052	2008	ORD	PHX	Arizona
621054	2008	ORD	PHX	Arizona
621056	2008	ORD	PHX	Arizona
621058	2008	ORD	PHX	Arizona
621060	2008	ORD	PHX	Arizona
621062	2008	ORD	PHX	Arizona
621064	2008	ORD	PHX	Arizona
621066	2008	ORD	PHX	Arizona
621068	2008	ORD	PHX	Arizona
621070	2008	ORD	PHX	Arizona
621072	2008	ORD	PHX	Arizona
621074	2008	ORD	PHX	Arizona
621076	2008	ORD	PHX	Arizona
621078	2008	ORD	PHX	Arizona
621080	2008	ORD	PHX	Arizona
621082	2008	ORD	PHX	Arizona
621084	2008	ORD	PHX	Arizona
621086	2008	ORD	PHX	Arizona
621088	2008	ORD	PHX	Arizona
621090	2008	ORD	PHX	Arizona
621092	2008	ORD	PHX	Arizona
621094	2008	ORD	PHX	Arizona
621096	2008	ORD	PHX	Arizona
621098	2008	ORD	PHX	Arizona
621100	2008	ORD	PHX	Arizona
621102	2008	ORD	PHX	Arizona
621104	2008	ORD	PHX	Arizona
621106	2008	ORD	PHX	Arizona
621108	2008	ORD	PHX	Arizona
621110	2008	ORD	PHX	Arizona
621112	2008	ORD	PHX	Arizona
621114	2008	ORD	PHX	Arizona
621116	2008	ORD	PHX	Arizona
621118	2008	ORD	PHX	Arizona
621120	2008	ORD	PHX	Arizona
621122	2008	ORD	PHX	Arizona
621124	2008	ORD	PHX	Arizona
621126	2008	ORD	PHX	Arizona
621128	2008	ORD	PHX	Arizona
621130	2008	ORD	PHX	Arizona
621132	2008	ORD	PHX	Arizona
621134	2008	ORD	PHX	Arizona
621136	2008	ORD	PHX	Arizona
621138	2008	ORD	PHX	Arizona
621140	2008	ORD	PHX	Arizona
621142	2008	ORD	PHX	Arizona
621144	2008	ORD	PHX	Arizona
621146	2008	ORD	PHX	Arizona
621148	2008	ORD	LAS	Nevada
621150	2008	ORD	LAS	Nevada
621152	2008	ORD	LAS	Nevada
621154	2008	ORD	LAS	Nevada
621156	2008	ORD	LAX	California
621158	2008	ORD	LAX	California
621160	2008	ORD	LAX	California
621162	2008	ORD	LAX	California
621164	2008	ORD	LAX	California
621166	2008	ORD	LAX	California
621168	2008	ORD	LAX	California
621170	2008	ORD	PHX	Arizona
621172	2008	ORD	PHX	Arizona
621174	2008	ORD	PHX	Arizona
621176	2008	ORD	PHX	Arizona
621178	2008	ORD	PHX	Arizona
621180	2008	ORD	PHX	Arizona
621182	2008	ORD	PHX	Arizona
621184	2008	ORD	PHX	Arizona
621186	2008	ORD	PHX	Arizona
621188	2008	ORD	PHX	Arizona
621190	2008	ORD	PHX	Arizona
621192	2008	ORD	PHX	Arizona
621194	2008	ORD	PHX	Arizona
621196	2008	ORD	PHX	Arizona
621198	2008	ORD	PHX	Arizona
621200	2008	ORD	PHX	Arizona
621202	2008	ORD	PHX	Arizona
621204	2008	ORD	PHX	Arizona
621206	2008	ORD	PHX	Arizona
621208	2008	ORD	PHX	Arizona
621210	2008	ORD	PHX	Arizona
621212	2008	ORD	PHX	Arizona
621214	2008	ORD	PHX	Arizona
621216	2008	ORD	PHX	Arizona
621218	2008	ORD	PHX	Arizona
621220	2008	ORD	PHX	Arizona
621222	2008	ORD	PHX	Arizona
621224	2008	ORD	PHX	Arizona
621226	2008	ORD	PHX	Arizona
621228	2008	ORD	PHX	Arizona
621230	2008	ORD	PHX	Arizona
621232	2008	ORD	PHX	Arizona
621234	2008	ORD	PHX	Arizona
621236	2008	ORD	PHX	Arizona
621238	2008	ORD	PHX	Arizona
621240	2008	ORD	PHX	Arizona
621242	2008	ORD	PHX	Arizona
621244	2008	ORD	PHX	Arizona
621246	2008	ORD	PHX	Arizona
621248	2008	ORD	PHX	Arizona
621250	2008	ORD	PHX	Arizona
621252	2008	ORD	PHX	Arizona
621254	2008	ORD	PHX	Arizona
621256	2008	ORD	PHX	Arizona
621258	2008	ORD	PHX	Arizona
621260	2008	ORD	PHX	Arizona
621262	2008	ORD	PHX	Arizona
621264	2008	ORD	PHX	Arizona
621266	2008	ORD	PHX	Arizona
621268	2008	ORD	PHX	Arizona
621270	2008	ORD	PHX	Arizona
621272	2008	ORD	PHX	Arizona
621274	2008	ORD	PHX	Arizona
621276	2008	ORD	PHX	Arizona
621278	2008	ORD	PHX	Arizona
621280	2008	ORD	PHX	Arizona
621282	2008	ORD	PHX	Arizona
621284	2008	ORD	PHX	Arizona
621286	2008	ORD	PHX	Arizona
621288	2008	ORD	PHX	Arizona
621290	2008	ORD	PHX	Arizona
621292	2008	ORD	PHX	Arizona
621294	2008	ORD	PHX	Arizona
621296	2008	ORD	PHX	Arizona
621298	2008	ORD	PHX	Arizona
621300	2008	ORD	PHX	Arizona
621302	2008	ORD	PHX	Arizona
621304	2008	ORD	PHX	Arizona
621306	2008	ORD	PHX	Arizona
621308	2008	ORD	PHX	Arizona
621310	2008	ORD	PHX	Arizona
621312	2008	ORD	RNO	Nevada
621314	2008	ORD	SFO	California
621316	2008	ORD	SFO	California
621318	2008	ORD	SFO	California
621320	2008	ORD	PHX	Arizona
621322	2008	ORD	DEN	Colorado
621324	2008	ORD	PIR	South Dakota
621326	2008	ORD	PIR	South Dakota
621328	2008	ORD	DEN	Colorado
621330	2008	ORD	DEN	Colorado
621332	2008	ORD	DEN	Colorado
621334	2008	ORD	PSC	Washington
621335	2008	ORD	PSC	Washington
621337	2008	ORD	PSC	Washington
621339	2008	ORD	PSC	Washington
621341	2008	ORD	PSC	Washington
621343	2008	ORD	PSC	Washington
621345	2008	ORD	PSC	Washington
621347	2008	ORD	PSC	Washington
621349	2008	ORD	PSC	Washington
621351	2008	ORD	PSC	Washington
621353	2008	ORD	PSC	Washington
621355	2008	ORD	PSC	Washington
621357	2008	ORD	PSP	California
621358	2008	ORD	PSP	California
621359	2008	ORD	DEN	Colorado
621361	2008	ORD	PSP	California
621363	2008	ORD	PSP	California
621365	2008	ORD	PSP	California
621367	2008	ORD	PSP	California
621369	2008	ORD	PSP	California
621371	2008	ORD	PSP	California
621373	2008	ORD	PSP	California
621375	2008	ORD	PSP	California
621377	2008	ORD	PSP	California
621379	2008	ORD	PSP	California
621381	2008	ORD	PSP	California
621383	2008	ORD	PSP	California
621385	2008	ORD	PSP	California
621387	2008	ORD	PSP	California
621389	2008	ORD	PSP	California
621391	2008	ORD	PSP	California
621393	2008	ORD	SEA	Washington
621394	2008	ORD	PSP	California
621396	2008	ORD	PSP	California
621398	2008	ORD	PSP	California
621400	2008	ORD	PSP	California
621402	2008	ORD	LAX	California
621403	2008	ORD	LAX	California
621405	2008	ORD	LAX	California
621407	2008	ORD	LAX	California
621409	2008	ORD	LAX	California
621411	2008	ORD	LAX	California
621413	2008	ORD	LAX	California
621415	2008	ORD	LAX	California
621417	2008	ORD	LAX	California
621419	2008	ORD	LAX	California
621421	2008	ORD	LAX	California
621423	2008	ORD	LAX	California
621425	2008	ORD	LAX	California
621427	2008	ORD	LAX	California
621429	2008	ORD	LAX	California
621431	2008	ORD	LAX	California
621433	2008	ORD	LAX	California
621435	2008	ORD	LAX	California
621437	2008	ORD	PSP	California
621439	2008	ORD	PSP	California
621441	2008	ORD	PSP	California
621443	2008	ORD	PSP	California
621445	2008	ORD	PSP	California
621447	2008	ORD	PSP	California
621449	2008	ORD	SBA	California
621451	2008	ORD	SFO	California
621453	2008	ORD	SFO	California
621455	2008	ORD	PUB	Colorado
621457	2008	ORD	RAP	South Dakota
621458	2008	ORD	RAP	South Dakota
621459	2008	ORD	RAP	South Dakota
621460	2008	ORD	RAP	South Dakota
621461	2008	ORD	RAP	South Dakota
621463	2008	ORD	RAP	South Dakota
621465	2008	ORD	DEN	Colorado
621467	2008	ORD	RAP	South Dakota
621469	2008	ORD	RAP	South Dakota
621471	2008	ORD	RAP	South Dakota
621473	2008	ORD	RAP	South Dakota
621475	2008	ORD	RAP	South Dakota
621477	2008	ORD	RAP	South Dakota
621479	2008	ORD	RAP	South Dakota
621481	2008	ORD	RAP	South Dakota
621483	2008	ORD	RAP	South Dakota
621485	2008	ORD	RAP	South Dakota
621487	2008	ORD	RAP	South Dakota
621489	2008	ORD	RAP	South Dakota
621491	2008	ORD	RAP	South Dakota
621493	2008	ORD	RAP	South Dakota
621495	2008	ORD	RAP	South Dakota
621497	2008	ORD	SAN	California
621498	2008	ORD	DEN	Colorado
621500	2008	ORD	DEN	Colorado
621502	2008	ORD	DEN	Colorado
621504	2008	ORD	DEN	Colorado
621506	2008	ORD	RKS	Wyoming
621507	2008	ORD	RKS	Wyoming
621509	2008	ORD	RKS	Wyoming
621511	2008	ORD	RNO	Nevada
621512	2008	ORD	RNO	Nevada
621513	2008	ORD	RNO	Nevada
621514	2008	ORD	RNO	Nevada
621515	2008	ORD	RNO	Nevada
621516	2008	ORD	RNO	Nevada
621517	2008	ORD	RNO	Nevada
621518	2008	ORD	RNO	Nevada
621519	2008	ORD	RNO	Nevada
621520	2008	ORD	RNO	Nevada
621521	2008	ORD	RNO	Nevada
621522	2008	ORD	RNO	Nevada
621524	2008	ORD	RNO	Nevada
621526	2008	ORD	RNO	Nevada
621528	2008	ORD	RNO	Nevada
621530	2008	ORD	RNO	Nevada
621532	2008	ORD	RNO	Nevada
621534	2008	ORD	RNO	Nevada
621536	2008	ORD	RNO	Nevada
621538	2008	ORD	RNO	Nevada
621540	2008	ORD	RNO	Nevada
621542	2008	ORD	RNO	Nevada
621544	2008	ORD	RNO	Nevada
621546	2008	ORD	RNO	Nevada
621548	2008	ORD	RNO	Nevada
621550	2008	ORD	RNO	Nevada
621552	2008	ORD	RNO	Nevada
621554	2008	ORD	RNO	Nevada
621556	2008	ORD	RNO	Nevada
621558	2008	ORD	RNO	Nevada
621560	2008	ORD	RNO	Nevada
621562	2008	ORD	RNO	Nevada
621564	2008	ORD	RNO	Nevada
621566	2008	ORD	RNO	Nevada
621568	2008	ORD	RNO	Nevada
621570	2008	ORD	RNO	Nevada
621572	2008	ORD	RNO	Nevada
621574	2008	ORD	RNO	Nevada
621576	2008	ORD	RNO	Nevada
621578	2008	ORD	LAX	California
621580	2008	ORD	LAX	California
621582	2008	ORD	LAX	California
621584	2008	ORD	LAX	California
621586	2008	ORD	LAX	California
621588	2008	ORD	RNO	Nevada
621590	2008	ORD	RNO	Nevada
621592	2008	ORD	RNO	Nevada
621594	2008	ORD	RNO	Nevada
621596	2008	ORD	RNO	Nevada
621598	2008	ORD	RNO	Nevada
621600	2008	ORD	RNO	Nevada
621602	2008	ORD	RNO	Nevada
621604	2008	ORD	SFO	California
621606	2008	ORD	SFO	California
621608	2008	ORD	SFO	California
621610	2008	ORD	SFO	California
621612	2008	ORD	SFO	California
621614	2008	ORD	SFO	California
621616	2008	ORD	SFO	California
621618	2008	ORD	SFO	California
621620	2008	ORD	SFO	California
621622	2008	ORD	SFO	California
621624	2008	ORD	SFO	California
621626	2008	ORD	SFO	California
621628	2008	ORD	SFO	California
621630	2008	ORD	SFO	California
621632	2008	ORD	SJC	California
621634	2008	ORD	SJC	California
621636	2008	ORD	SMF	California
621638	2008	ORD	SAN	California
621639	2008	ORD	SAN	California
621640	2008	ORD	SAN	California
621641	2008	ORD	SAN	California
621642	2008	ORD	SAN	California
621643	2008	ORD	SAN	California
621644	2008	ORD	SAN	California
621645	2008	ORD	SAN	California
621646	2008	ORD	SAN	California
621648	2008	ORD	SAN	California
621652	2008	ORD	SAN	California
621654	2008	ORD	SAN	California
621656	2008	ORD	SAN	California
621658	2008	ORD	SAN	California
621660	2008	ORD	LAX	California
621662	2008	ORD	LAX	California
621664	2008	ORD	LAX	California
621666	2008	ORD	LAX	California
621668	2008	ORD	LAX	California
621670	2008	ORD	SJC	California
621672	2008	ORD	SAN	California
621674	2008	ORD	SAN	California
621676	2008	ORD	SAN	California
621678	2008	ORD	SAN	California
621680	2008	ORD	SAN	California
621682	2008	ORD	SAN	California
621684	2008	ORD	SAN	California
621686	2008	ORD	SAN	California
621688	2008	ORD	SAN	California
621690	2008	ORD	SFO	California
621692	2008	ORD	SFO	California
621694	2008	ORD	SFO	California
621696	2008	ORD	SAT	Texas
621697	2008	ORD	SAT	Texas
621698	2008	ORD	SAT	Texas
621699	2008	ORD	SAT	Texas
621700	2008	ORD	SAT	Texas
621701	2008	ORD	SAT	Texas
621702	2008	ORD	SAT	Texas
621704	2008	ORD	SAT	Texas
621706	2008	ORD	SAT	Texas
621708	2008	ORD	SAT	Texas
621710	2008	ORD	SAT	Texas
621712	2008	ORD	SAT	Texas
621714	2008	ORD	SBA	California
621715	2008	ORD	SBA	California
621717	2008	ORD	SBA	California
621719	2008	ORD	SBA	California
621721	2008	ORD	SBA	California
621723	2008	ORD	SBA	California
621725	2008	ORD	SBA	California
621727	2008	ORD	SBA	California
621729	2008	ORD	SBA	California
621731	2008	ORD	SBA	California
621733	2008	ORD	SFO	California
621735	2008	ORD	SJC	California
621737	2008	ORD	SEA	Washington
621738	2008	ORD	SEA	Washington
621739	2008	ORD	SEA	Washington
621741	2008	ORD	SEA	Washington
621743	2008	ORD	SEA	Washington
621745	2008	ORD	SEA	Washington
621747	2008	ORD	SEA	Washington
621749	2008	ORD	SEA	Washington
621751	2008	ORD	SEA	Washington
621753	2008	ORD	SEA	Washington
621755	2008	ORD	SEA	Washington
621757	2008	ORD	SFO	California
621758	2008	ORD	SFO	California
621759	2008	ORD	SFO	California
621760	2008	ORD	SFO	California
621761	2008	ORD	SFO	California
621762	2008	ORD	SFO	California
621763	2008	ORD	SFO	California
621765	2008	ORD	SFO	California
621767	2008	ORD	SFO	California
621769	2008	ORD	SFO	California
621771	2008	ORD	HNL	Hawaii
621773	2008	ORD	KOA	Hawaii
621775	2008	ORD	SFO	California
621776	2008	ORD	SFO	California
621778	2008	ORD	SEA	Washington
621779	2008	ORD	LAX	California
621781	2008	ORD	LAX	California
621783	2008	ORD	OGG	Hawaii
621785	2008	ORD	SFO	California
621787	2008	ORD	SFO	California
621789	2008	ORD	SFO	California
621791	2008	ORD	SFO	California
621793	2008	ORD	SFO	California
621795	2008	ORD	SFO	California
621797	2008	ORD	SFO	California
621799	2008	ORD	SFO	California
621801	2008	ORD	SFO	California
621803	2008	ORD	SFO	California
621805	2008	ORD	DEN	Colorado
621807	2008	ORD	DEN	Colorado
621809	2008	ORD	DEN	Colorado
621811	2008	ORD	DEN	Colorado
621813	2008	ORD	DEN	Colorado
621815	2008	ORD	DEN	Colorado
621817	2008	ORD	DEN	Colorado
621819	2008	ORD	DEN	Colorado
621821	2008	ORD	SHR	Wyoming
621823	2008	ORD	SJC	California
621824	2008	ORD	SJC	California
621825	2008	ORD	SJC	California
621826	2008	ORD	SJC	California
621827	2008	ORD	SJC	California
621828	2008	ORD	SJC	California
621829	2008	ORD	SJC	California
621830	2008	ORD	SJC	California
621831	2008	ORD	BUR	California
621833	2008	ORD	SJC	California
621835	2008	ORD	SJC	California
621837	2008	ORD	SJC	California
621839	2008	ORD	SJC	California
621841	2008	ORD	SJC	California
621843	2008	ORD	LAX	California
621844	2008	ORD	SJC	California
621846	2008	ORD	LAX	California
621848	2008	ORD	SJC	California
621850	2008	ORD	SJC	California
621852	2008	ORD	SJC	California
621854	2008	ORD	SJC	California
621856	2008	ORD	SJC	California
621858	2008	ORD	SJC	California
621860	2008	ORD	SJC	California
621862	2008	ORD	SJC	California
621864	2008	ORD	SJC	California
621866	2008	ORD	SJC	California
621868	2008	ORD	SJC	California
621870	2008	ORD	SJC	California
621872	2008	ORD	SJC	California
621874	2008	ORD	SJC	California
621876	2008	ORD	MSN	Wisconsin
621877	2008	ORD	SJC	California
621879	2008	ORD	SFO	California
621881	2008	ORD	SFO	California
621883	2008	ORD	SLC	Utah
621884	2008	ORD	SLC	Utah
621885	2008	ORD	SLC	Utah
621886	2008	ORD	SLC	Utah
621887	2008	ORD	SLC	Utah
621888	2008	ORD	SLC	Utah
621889	2008	ORD	SLC	Utah
621891	2008	ORD	DEN	Colorado
621893	2008	ORD	SLC	Utah
621895	2008	ORD	SLC	Utah
621897	2008	ORD	SLC	Utah
621899	2008	ORD	SLC	Utah
621901	2008	ORD	SLC	Utah
621903	2008	ORD	SLC	Utah
621905	2008	ORD	SLC	Utah
621907	2008	ORD	SLC	Utah
621909	2008	ORD	SLC	Utah
621911	2008	ORD	SLC	Utah
621913	2008	ORD	SLC	Utah
621915	2008	ORD	SLC	Utah
621917	2008	ORD	SLC	Utah
621919	2008	ORD	SLC	Utah
621921	2008	ORD	SLC	Utah
621923	2008	ORD	SLC	Utah
621925	2008	ORD	SLC	Utah
621927	2008	ORD	SLC	Utah
621929	2008	ORD	SLC	Utah
621931	2008	ORD	SLC	Utah
621933	2008	ORD	LAS	Nevada
621935	2008	ORD	LAX	California
621937	2008	ORD	SLC	Utah
621939	2008	ORD	SLC	Utah
621941	2008	ORD	SLC	Utah
621943	2008	ORD	SLC	Utah
621945	2008	ORD	SLC	Utah
621947	2008	ORD	SLC	Utah
621949	2008	ORD	SLC	Utah
621951	2008	ORD	SLC	Utah
621953	2008	ORD	SLC	Utah
621955	2008	ORD	SLC	Utah
621957	2008	ORD	SLC	Utah
621959	2008	ORD	SLC	Utah
621961	2008	ORD	SLC	Utah
621963	2008	ORD	SLC	Utah
621965	2008	ORD	SLC	Utah
621967	2008	ORD	SLC	Utah
621969	2008	ORD	SLC	Utah
621971	2008	ORD	SLC	Utah
621973	2008	ORD	SLC	Utah
621975	2008	ORD	SLC	Utah
621977	2008	ORD	SLC	Utah
621979	2008	ORD	SLC	Utah
621981	2008	ORD	SLC	Utah
621983	2008	ORD	SLC	Utah
621985	2008	ORD	SLC	Utah
621987	2008	ORD	SLC	Utah
621989	2008	ORD	SLC	Utah
621991	2008	ORD	ALB	New York
621992	2008	ORD	SFO	California
621994	2008	ORD	SMF	California
621995	2008	ORD	SMF	California
621996	2008	ORD	SMF	California
621997	2008	ORD	SMF	California
621998	2008	ORD	SMF	California
622000	2008	ORD	SMF	California
622002	2008	ORD	SMF	California
622004	2008	ORD	SMF	California
622006	2008	ORD	SMF	California
622008	2008	ORD	SMF	California
622010	2008	ORD	SMF	California
622012	2008	ORD	SMF	California
622014	2008	ORD	SMF	California
622016	2008	ORD	SMF	California
622018	2008	ORD	SNA	California
622019	2008	ORD	SNA	California
622020	2008	ORD	SNA	California
622021	2008	ORD	SNA	California
622023	2008	ORD	SNA	California
622025	2008	ORD	SNA	California
622027	2008	ORD	LAX	California
622029	2008	ORD	LAX	California
622031	2008	ORD	LAX	California
622033	2008	ORD	SNA	California
622035	2008	ORD	SNA	California
622037	2008	ORD	SNA	California
622039	2008	ORD	SNA	California
622041	2008	ORD	SNA	California
622043	2008	ORD	SNA	California
622045	2008	ORD	SNA	California
622047	2008	ORD	SNA	California
622049	2008	ORD	SNA	California
622051	2008	ORD	SNA	California
622053	2008	ORD	SNA	California
622055	2008	ORD	SNA	California
622057	2008	ORD	SNA	California
622059	2008	ORD	SNA	California
622061	2008	ORD	SNA	California
622063	2008	ORD	SNA	California
622065	2008	ORD	SNA	California
622067	2008	ORD	SNA	California
622069	2008	ORD	SNA	California
622071	2008	ORD	PSP	California
622073	2008	ORD	SFO	California
622075	2008	ORD	SFO	California
622077	2008	ORD	SFO	California
622079	2008	ORD	SFO	California
622081	2008	ORD	SFO	California
622083	2008	ORD	DEN	Colorado
622085	2008	ORD	DEN	Colorado
622087	2008	ORD	DEN	Colorado
622089	2008	ORD	TEX	Colorado
622090	2008	ORD	TEX	Colorado
622092	2008	ORD	TEX	Colorado
622094	2008	ORD	TEX	Colorado
622096	2008	ORD	TEX	Colorado
622098	2008	ORD	TEX	Colorado
622100	2008	ORD	TEX	Colorado
622102	2008	ORD	TEX	Colorado
622104	2008	ORD	DEN	Colorado
622107	2008	ORD	DEN	Colorado
622110	2008	ORD	TUL	Oklahoma
622111	2008	ORD	TUL	Oklahoma
622112	2008	ORD	TUL	Oklahoma
622113	2008	ORD	TUL	Oklahoma
622114	2008	ORD	TUL	Oklahoma
622115	2008	ORD	DEN	Colorado
622117	2008	ORD	DEN	Colorado
622119	2008	ORD	DEN	Colorado
622121	2008	ORD	DEN	Colorado
622123	2008	ORD	TUS	Arizona
622124	2008	ORD	TUS	Arizona
622125	2008	ORD	TUS	Arizona
622126	2008	ORD	TUS	Arizona
622127	2008	ORD	TUS	Arizona
622128	2008	ORD	TUS	Arizona
622129	2008	ORD	TUS	Arizona
622130	2008	ORD	TUS	Arizona
622131	2008	ORD	TUS	Arizona
622132	2008	ORD	TUS	Arizona
622133	2008	ORD	TUS	Arizona
622135	2008	ORD	DEN	Colorado
622138	2008	ORD	TUS	Arizona
622140	2008	ORD	TUS	Arizona
622142	2008	ORD	TUS	Arizona
622144	2008	ORD	TUS	Arizona
622146	2008	ORD	TUS	Arizona
622148	2008	ORD	TUS	Arizona
622150	2008	ORD	TUS	Arizona
622152	2008	ORD	TUS	Arizona
622154	2008	ORD	TUS	Arizona
622156	2008	ORD	TUS	Arizona
622158	2008	ORD	TUS	Arizona
622160	2008	ORD	TUS	Arizona
622162	2008	ORD	TUS	Arizona
622164	2008	ORD	TUS	Arizona
622166	2008	ORD	TUS	Arizona
622168	2008	ORD	TUS	Arizona
622170	2008	ORD	TUS	Arizona
622172	2008	ORD	TUS	Arizona
622174	2008	ORD	TUS	Arizona
622176	2008	ORD	TUS	Arizona
622178	2008	ORD	TUS	Arizona
622180	2008	ORD	TUS	Arizona
622182	2008	ORD	TUS	Arizona
622184	2008	ORD	TUS	Arizona
622186	2008	ORD	TUS	Arizona
622188	2008	ORD	TUS	Arizona
622190	2008	ORD	TUS	Arizona
622192	2008	ORD	TUS	Arizona
622194	2008	ORD	TUS	Arizona
622196	2008	ORD	TUS	Arizona
622198	2008	ORD	TUS	Arizona
622200	2008	ORD	TUS	Arizona
622202	2008	ORD	TUS	Arizona
622204	2008	ORD	TUS	Arizona
622206	2008	ORD	TUS	Arizona
622208	2008	ORD	TUS	Arizona
622210	2008	ORD	TUS	Arizona
622212	2008	ORD	TUS	Arizona
622214	2008	ORD	TUS	Arizona
622216	2008	ORD	LAX	California
622218	2008	ORD	LAX	California
622220	2008	ORD	LAX	California
622222	2008	ORD	LAX	California
622224	2008	ORD	LAX	California
622226	2008	ORD	LAX	California
622228	2008	ORD	LAX	California
622230	2008	ORD	TUS	Arizona
622232	2008	ORD	TUS	Arizona
622234	2008	ORD	TUS	Arizona
622236	2008	ORD	TUS	Arizona
622238	2008	ORD	TUS	Arizona
622240	2008	ORD	TUS	Arizona
622242	2008	ORD	SFO	California
622244	2008	ORD	PSP	California
622246	2008	ORD	SFO	California
622248	2008	ORD	SFO	California
622250	2008	ORD	DEN	Colorado
622252	2008	ORD	DEN	Colorado
622254	2008	ORD	DEN	Colorado
622256	2008	ORD	DEN	Colorado
622258	2008	ORD	DEN	Colorado
622260	2008	ORD	DEN	Colorado
622262	2008	ORD	DEN	Colorado
622264	2008	ORD	DEN	Colorado
622266	2008	ORD	DFW	Texas
622267	2008	ORD	DFW	Texas
622268	2008	ORD	DFW	Texas
622269	2008	ORD	DFW	Texas
622270	2008	ORD	DFW	Texas
622271	2008	ORD	DFW	Texas
622272	2008	ORD	DFW	Texas
622273	2008	ORD	DFW	Texas
622274	2008	ORD	DFW	Texas
622275	2008	ORD	DFW	Texas
622276	2008	ORD	DFW	Texas
622277	2008	ORD	DFW	Texas
622278	2008	ORD	DFW	Texas
622279	2008	ORD	DFW	Texas
622280	2008	ORD	DFW	Texas
622281	2008	ORD	DFW	Texas
622282	2008	ORD	DFW	Texas
622283	2008	ORD	DFW	Texas
